mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
rwp,10,physical,fixed,degraded,600,2.5816666666666666,2.2266666666666666,2.5816666666666666,0.33666666666666667,0.6566666666666666,11.976666666666667,11.976666666666667,12.903333333333334,420.0,559.65
rwp,10,physical,fixed,nominal,600,1.16,1.09,1.16,0.8816666666666667,0.10833333333333334,22.10333333333333,22.10333333333333,29.071666666666665,420.0,559.65
rwp,20,physical,adaptive,degraded,600,1.3816666666666666,1.2383333333333333,1.2383333333333333,0.8016666666666666,0.175,56.461666666666666,51.96333333333333,56.461666666666666,567.0,567.0
rwp,20,physical,adaptive,nominal,600,1.0033333333333334,1.0,1.0,1.0,0.0,131.83833333333334,95.39,131.83833333333334,567.0,567.0
rwp,20,physical,fixed,degraded,600,1.3816666666666666,1.2383333333333333,1.3816666666666666,0.7016666666666667,0.2733333333333333,51.96333333333333,51.96333333333333,56.461666666666666,420.0,567.0
rwp,20,physical,fixed,nominal,600,1.0033333333333334,1.0,1.0033333333333334,0.9966666666666667,0.0,95.39,95.39,131.83833333333334,420.0,567.0
rwp,30,physical,adaptive,degraded,600,1.1483333333333334,1.0733333333333333,1.0733333333333333,0.9283333333333333,0.065,127.72333333333333,117.53833333333333,127.72333333333333,567.0,567.0
rwp,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,290.51166666666666,210.69333333333333,290.51166666666666,567.0,567.0
rwp,30,physical,fixed,degraded,600,1.1483333333333334,1.0733333333333333,1.1483333333333334,0.8683333333333333,0.115,117.53833333333333,117.53833333333333,127.72333333333333,420.0,567.0
rwp,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,210.69333333333333,210.69333333333333,290.51166666666666,420.0,567.0
