mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
mission,10,physical,adaptive,nominal,120,1.3833333333333333,1.0,1.0,1.0,0.0,22.975,15.766666666666667,22.975,567.0,567.0
mission,10,physical,fixed,degraded,120,3.35,2.841666666666667,3.35,0.041666666666666664,0.9583333333333334,8.175,8.175,9.075,420.0,567.0
mission,10,physical,fixed,nominal,120,1.3833333333333333,1.0,1.3833333333333333,0.6166666666666667,0.38333333333333336,15.766666666666667,15.766666666666667,22.975,420.0,567.0
mission,20,physical,adaptive,degraded,120,2.2083333333333335,1.7083333333333333,1.7083333333333333,0.4583333333333333,0.5083333333333333,32.34166666666667,28.766666666666666,32.34166666666667,567.0,567.0
mission,20,physical,adaptive,nominal,120,1.0166666666666666,1.0,1.0,1.0,0.0,88.84166666666667,56.55833333333333,88.84166666666667,567.0,567.0
mission,20,physical,fixed,degraded,120,2.2083333333333335,1.7083333333333333,2.2083333333333335,0.25833333333333336,0.7333333333333333,28.766666666666666,28.766666666666666,32.34166666666667,420.0,567.0
mission,20,physical,fixed,nominal,120,1.0166666666666666,1.0,1.0166666666666666,0.9833333333333333,0.008333333333333333,56.55833333333333,56.55833333333333,88.84166666666667,420.0,567.0
mission,30,physical,adaptive,degraded,120,1.3,1.2083333333333333,1.2083333333333333,0.8,0.225,93.11666666666666,83.50833333333334,93.11666666666666,567.0,567.0
mission,30,physical,adaptive,nominal,120,1.0,1.0,1.0,1.0,0.0,227.65833333333333,155.24166666666667,227.65833333333333,567.0,567.0
mission,30,physical,fixed,degraded,120,1.3,1.2083333333333333,1.3,0.7416666666666667,0.275,83.50833333333334,83.50833333333334,93.11666666666666,420.0,567.0
mission,30,physical,fixed,nominal,120,1.0,1.0,1.0,1.0,0.0,155.24166666666667,155.24166666666667,227.65833333333333,420.0,567.0
rwp,10,physical,adaptive,degraded,120,3.6333333333333333,3.2916666666666665,3.2916666666666665,0.18333333333333332,0.8083333333333333,8.583333333333334,7.841666666666667,8.583333333333334,530.25,530.25
rwp,10,physical,adaptive,nominal,120,1.5333333333333334,1.4416666666666667,1.4416666666666667,0.75,0.2,22.666666666666668,16.858333333333334,22.666666666666668,530.25,530.25
rwp,10,physical,fixed,degraded,120,3.6333333333333333,3.2916666666666665,3.6333333333333333,0.13333333333333333,0.8333333333333334,7.841666666666667,7.841666666666667,8.583333333333334,420.0,530.25
rwp,10,physical,fixed,nominal,120,1.5333333333333334,1.4416666666666667,1.5333333333333334,0.6583333333333333,0.3416666666666667,16.858333333333334,16.858333333333334,22.666666666666668,420.0,530.25
rwp,20,physical,adaptive,degraded,120,1.8583333333333334,1.5666666666666667,1.5666666666666667,0.575,0.35833333333333334,40.13333333333333,36.2,40.13333333333333,567.0,567.0
rwp,20,physical,adaptive,nominal,120,1.0166666666666666,1.0,1.0,1.0,0.0,101.95833333333333,68.56666666666666,101.95833333333333,567.0,567.0
rwp,20,physical,fixed,degraded,120,1.8583333333333334,1.5666666666666667,1.8583333333333334,0.425,0.5,36.2,36.2,40.13333333333333,420.0,567.0
rwp,20,physical,fixed,nominal,120,1.0166666666666666,1.0,1.0166666666666666,0.9833333333333333,0.0,68.56666666666666,68.56666666666666,101.95833333333333,420.0,567.0
rwp,30,physical,adaptive,degraded,120,1.3583333333333334,1.1416666666666666,1.1416666666666666,0.8583333333333333,0.10833333333333334,100.65,92.19166666666666,100.65,567.0,567.0
rwp,30,physical,adaptive,nominal,120,1.0,1.0,1.0,1.0,0.0,233.925,165.90833333333333,233.925,567.0,567.0
rwp,30,physical,fixed,degraded,120,1.3583333333333334,1.1416666666666666,1.3583333333333334,0.7083333333333334,0.20833333333333334,92.19166666666666,92.19166666666666,100.65,420.0,567.0
rwp,30,physical,fixed,nominal,120,1.0,1.0,1.0,1.0,0.0,165.90833333333333,165.90833333333333,233.925,420.0,567.0
